Uniprot_Id,Protein_Name,Gene_Name
Q13057,"Bifunctional coenzyme A synthase, CoA synthase (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase, EC 2.7.7.3 (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase, PPAT); Dephospho-CoA kinase, DPCK, EC 2.7.1.24 (Dephosphocoenzyme A kinase, DPCOAK) ]",COASY
Q96JB2,"Conserved oligomeric Golgi complex subunit 3, COG complex subunit 3 (Component of oligomeric Golgi complex 3) (Vesicle-docking protein SEC34 homolog) (p94)",COG3
Q99715,Collagen alpha-1(XII) chain,COL12A1
Q05707,Collagen alpha-1(XIV) chain (Undulin),COL14A1
P39059,Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV) ],COL15A1
P39060,"Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1, NC1 ]",COL18A1
P02452,Collagen alpha-1(I) chain (Alpha-1 type I collagen),COL1A1
P08123,Collagen alpha-2(I) chain (Alpha-2 type I collagen),COL1A2
P02458,Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin ],COL2A1
P02462,Collagen alpha-1(IV) chain [Cleaved into: Arresten ],COL4A1
P08572,Collagen alpha-2(IV) chain [Cleaved into: Canstatin ],COL4A2
P12109,Collagen alpha-1(VI) chain,COL6A1
P12110,Collagen alpha-2(VI) chain,COL6A2
P12111,Collagen alpha-3(VI) chain,COL6A3
A8TX70,Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4),COL6A5
A6NMZ7,Collagen alpha-6(VI) chain,COL6A6
Q5KU26,Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin),COLEC12 CLP1 NSR2 SCARA4 SRCL
Q9UBI1,COMM domain-containing protein 3 (Protein Bup) (Protein PIL),COMMD3
P49747,"Cartilage oligomeric matrix protein, COMP (Thrombospondin-5, TSP5)",COMP
P21964,"Catechol O-methyltransferase, EC 2.1.1.6",COMT
P53621,"Coatomer subunit alpha (Alpha-coat protein, Alpha-COP) (HEP-COP, HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin ]",COPA
P53618,"Coatomer subunit beta (Beta-coat protein, Beta-COP)",COPB1
P35606,"Coatomer subunit beta' (Beta'-coat protein, Beta'-COP) (p102)",COPB2
O14579,"Coatomer subunit epsilon (Epsilon-coat protein, Epsilon-COP)",COPE
Q9Y678,"Coatomer subunit gamma-1 (Gamma-1-coat protein, Gamma-1-COP)",COPG1
P61201,"COP9 signalosome complex subunit 2, SGN2, Signalosome subunit 2 (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15, TR-interacting protein 15, TRIP-15)",COPS2
Q9UNS2,"COP9 signalosome complex subunit 3, SGN3, Signalosome subunit 3 (JAB1-containing signalosome subunit 3)",COPS3
Q9BT78,"COP9 signalosome complex subunit 4, SGN4, Signalosome subunit 4 (JAB1-containing signalosome subunit 4)",COPS4
Q92905,"COP9 signalosome complex subunit 5, SGN5, Signalosome subunit 5, EC 3.4.-.- (Jun activation domain-binding protein 1)",COPS5
Q7L5N1,"COP9 signalosome complex subunit 6, SGN6, Signalosome subunit 6 (JAB1-containing signalosome subunit 6) (MOV34 homolog) (Vpr-interacting protein, hVIP)",COPS6
Q9UBW8,"COP9 signalosome complex subunit 7a, SGN7a, Signalosome subunit 7a (Dermal papilla-derived protein 10) (JAB1-containing signalosome subunit 7a)",COPS7A
Q9H9Q2,"COP9 signalosome complex subunit 7b, SGN7b, Signalosome subunit 7b (JAB1-containing signalosome subunit 7b)",COPS7B
Q99627,"COP9 signalosome complex subunit 8, SGN8, Signalosome subunit 8 (COP9 homolog, hCOP9) (JAB1-containing signalosome subunit 8)",COPS8
P61923,"Coatomer subunit zeta-1 (Zeta-1-coat protein, Zeta-1 COP)",COPZ1
Q8NI60,"Atypical kinase COQ8A, mitochondrial, EC 2.7.-.- (Chaperone activity of bc1 complex-like, Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)",COQ8A
P31146,"Coronin-1A (Coronin-like protein A, Clipin-A) (Coronin-like protein p57) (Tryptophan aspartate-containing coat protein, TACO)",CORO1A
Q9BR76,Coronin-1B (Coronin-2),CORO1B
Q9ULV4,Coronin-1C (Coronin-3) (hCRNN4),CORO1C
P57737,"Coronin-7, Crn7 (70 kDa WD repeat tumor rejection antigen homolog)",CORO7
Q14019,Coactosin-like protein,COTL1
P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1, COX IV-1)",COX4I1
P20674,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",COX5A
P10606,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)",COX5B
P14854,"Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1, COX VIb-1)",COX6B1
P09669,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),COX6C
P14406,"Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa-liver/heart, Cytochrome c oxidase subunit VIIa-L, Cytochrome c oxidase subunit VIIaL)",COX7A2
P00450,"Ceruloplasmin, EC 1.16.3.1 (Ferroxidase)",CP
Q96IY4,"Carboxypeptidase B2, EC 3.4.17.20 (Carboxypeptidase U, CPU) (Plasma carboxypeptidase B, pCPB) (Thrombin-activable fibrinolysis inhibitor, TAFI)",CPB2
O75976,Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180),CPD
P16870,Carboxypeptidase E (CPE) (EC 3.4.17.10) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase),CPE
P14384,Carboxypeptidase M (CPM) (EC 3.4.17.12),CPM
P15169,"Carboxypeptidase N catalytic chain, CPN, EC 3.4.17.3 (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N, SCPN)",CPN1
P22792,Carboxypeptidase N subunit 2 (Carboxypeptidase N 83 kDa chain) (Carboxypeptidase N large subunit) (Carboxypeptidase N polypeptide 2) (Carboxypeptidase N regulatory subunit),CPN2
Q99829,Copine-1 (Chromobindin 17) (Copine I),CPNE1
O75131,Copine-3 (Copine III),CPNE3
Q9BRF8,"Serine/threonine-protein phosphatase CPPED1, EC 3.1.3.16 (Calcineurin-like phosphoesterase domain-containing protein 1) (Complete S-transactivated protein 1)",CPPED1
Q9Y646,Carboxypeptidase Q (EC 3.4.17.-) (Lysosomal dipeptidase) (Plasma glutamate carboxypeptidase),CPQ LCH1 PGCP
P50416,"Carnitine O-palmitoyltransferase 1, liver isoform, CPT1-L, EC 2.3.1.21 (Carnitine O-palmitoyltransferase I, liver isoform, CPT I, CPTI-L) (Carnitine palmitoyltransferase 1A)",CPT1A
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial, EC 2.3.1.21 (Carnitine palmitoyltransferase II, CPT II)",CPT2
Q9H3G5,"Probable serine carboxypeptidase CPVL, EC 3.4.16.- (Carboxypeptidase, vitellogenic-like) (Vitellogenic carboxypeptidase-like protein, VCP-like protein, hVLP)",CPVL
Q66K79,Carboxypeptidase Z (CPZ) (EC 3.4.17.-),CPZ
O75629,Protein CREG1 (Cellular repressor of E1A-stimulated genes 1),CREG1 CREG UNQ727/PRO1409
P50238,"Cysteine-rich protein 1, CRP-1 (Cysteine-rich heart protein, CRHP, hCRHP) (Cysteine-rich intestinal protein, CRIP)",CRIP1
P54107,Cysteine-rich secretory protein 1 (CRISP-1) (AEG-like protein) (ARP) (Acidic epididymal glycoprotein homolog),CRISP1 AEGL1
P54108,"Cysteine-rich secretory protein 3, CRISP-3 (Specific granule protein of 28 kDa, SGP28)",CRISP3
Q9H336,Cysteine-rich secretory protein LCCL domain-containing 1 (CocoaCrisp) (Cysteine-rich secretory protein 10) (CRISP-10) (LCCL domain-containing cysteine-rich secretory protein 1) (Trypsin inhibitor Hl),CRISPLD1 CRISP10 LCRISP1 UNQ342/PRO541
Q9H0B8,Cysteine-rich secretory protein LCCL domain-containing 2 (Cysteine-rich secretory protein 11) (CRISP-11) (LCCL domain-containing cysteine-rich secretory protein 2),CRISPLD2 CRISP11 LCRISP2 UNQ2914/PRO1156/PRO9783
P46108,Adapter molecule crk (Proto-oncogene c-Crk) (p38),CRK
P46109,Crk-like protein,CRKL
Q8IUI8,"Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9, CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48)",CRLF3
Q5TZA2,Rootletin (Ciliary rootlet coiled-coil protein),CROCC
H7BZ55,Ciliary rootlet coiled-coil protein 2,CROCC2
P02741,C-reactive protein [Cleaved into: C-reactive protein(1-205) ],CRP
Q9NQ79,Cartilage acidic protein 1 (68 kDa chondrocyte-expressed protein) (CEP-68) (ASPIC),CRTAC1 ASPIC1 CEP68
P02511,"Alpha-crystallin B chain (Alpha(B)-crystallin) (Heat shock protein beta-5, HspB5) (Renal carcinoma antigen NY-REN-27) (Rosenthal fiber component)",CRYAB
Q9Y2S2,"Lambda-crystallin homolog, EC 1.1.1.45 (L-gulonate 3-dehydrogenase, Gul3DH)",CRYL1
Q14894,"Ketimine reductase mu-crystallin, EC 1.5.1.25 (NADP-regulated thyroid-hormone-binding protein)",CRYM
Q08257,"Quinone oxidoreductase, EC 1.6.5.5 (NADPH:quinone reductase) (Zeta-crystallin)",CRYZ
O75390,"Citrate synthase, mitochondrial, EC 2.3.3.1 (Citrate (Si)-synthase)",CS
P55060,"Exportin-2, Exp2 (Cellular apoptosis susceptibility protein) (Chromosome segregation 1-like protein) (Importin-alpha re-exporter)",CSE1L
P41240,"Tyrosine-protein kinase CSK, EC 2.7.10.2 (C-Src kinase) (Protein-tyrosine kinase CYL)",CSK
P68400,"Casein kinase II subunit alpha, CK II alpha, EC 2.7.11.1",CSNK2A1
P67870,"Casein kinase II subunit beta, CK II beta (Phosvitin) (Protein G5a)",CSNK2B
Q6UVK1,Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Melanoma chondroitin sulfate proteoglycan) (Melanoma-associated chondroitin sulfate proteoglycan),CSPG4
P21291,"Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1, CRP, CRP1) (Epididymis luminal protein 141, HEL-141)",CSRP1
P50461,"Cysteine and glycine-rich protein 3 (Cardiac LIM protein) (Cysteine-rich protein 3, CRP3) (LIM domain protein, cardiac) (Muscle LIM protein)",CSRP3
P01034,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),CST3
P01036,Cystatin-S (Cystatin-4) (Cystatin-SA-III) (Salivary acidic protein 1),CST4
Q15828,Cystatin-M (Cystatin-6) (Cystatin-E),CST6
P01040,"Cystatin-A (Cystatin-AS) (Stefin-A) [Cleaved into: Cystatin-A, N-terminally processed ]",CSTA
P04080,Cystatin-B (CPI-B) (Liver thiol proteinase inhibitor) (Stefin-B),CSTB
Q13363,"C-terminal-binding protein 1, CtBP1, EC 1.1.1.-",CTBP1
Q01459,Di-N-acetylchitobiase (EC 3.2.1.-),CTBS CTB
P35221,Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13),CTNNA1
P35222,Catenin beta-1 (Beta-catenin),CTNNB1
O60716,"Catenin delta-1 (Cadherin-associated Src substrate, CAS) (p120 catenin, p120(ctn)) (p120(cas))",CTNND1
P10619,"Lysosomal protective protein, EC 3.4.16.5 (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A, PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain ]",CTSA
P07858,"Cathepsin B, EC 3.4.22.1 (APP secretase, APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain ]",CTSB
P53634,"Dipeptidyl peptidase 1, EC 3.4.14.1 (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I, DPP-I, DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain) ]",CTSC
P07339,"Cathepsin D, EC 3.4.23.5 [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain ]",CTSD
Q9UBX1,Cathepsin F (CATSF) (EC 3.4.22.41),CTSF
P08311,"Cathepsin G, CG, EC 3.4.21.20 [Cleaved into: Cathepsin G, C-terminal truncated form ]",CTSG
P09668,"Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H, EC 3.4.22.16; Cathepsin H heavy chain; Cathepsin H light chain ]",CTSH
P07711,Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain],CTSL CTSL1
P25774,"Cathepsin S, EC 3.4.22.27",CTSS
Q9UBR2,"Cathepsin Z, EC 3.4.18.1 (Cathepsin P) (Cathepsin X)",CTSZ
Q14247,Src substrate cortactin (Amplaxin) (Oncogene EMS1),CTTN
Q13617,"Cullin-2, CUL-2",CUL2
Q13618,"Cullin-3, CUL-3",CUL3
Q13619,"Cullin-4A, CUL-4A",CUL4A
Q93034,"Cullin-5, CUL-5 (Vasopressin-activated calcium-mobilizing receptor 1, VACM-1)",CUL5
O60888,Protein CutA (Acetylcholinesterase-associated protein) (Brain acetylcholinesterase putative membrane anchor),CUTA
Q6UXB2,"C-X-C motif chemokine 17, 6-Cys CXCL17 (Dendritic cell and monocyte chemokine-like protein, DMC) (VEGF coregulated chemokine 1) [Cleaved into: 4-Cys CXCL17 ]",CXCL17
P00167,"Cytochrome b5 (Microsomal cytochrome b5 type A, MCB5)",CYB5A
O43169,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),CYB5B
Q9UHQ9,"NADH-cytochrome b5 reductase 1, b5R.1, EC 1.6.2.2 (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)",CYB5R1
Q6BCY4,"NADH-cytochrome b5 reductase 2, b5R.2, EC 1.6.2.2",CYB5R2
P00387,"NADH-cytochrome b5 reductase 3, B5R, Cytochrome b5 reductase, EC 1.6.2.2 (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form ]",CYB5R3
P04839,"Cytochrome b-245 heavy chain, EC 1.-.-.- (CGD91-phox) (Cytochrome b(558) subunit beta, Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (NADPH oxidase 2) (Neutrophil cytochrome b 91 kDa polypeptide) (Superoxide-generating NADPH oxidase heavy chain subunit) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome)",CYBB
P08574,"Cytochrome c1, heme protein, mitochondrial, EC 7.1.1.8 (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit, Cytochrome c-1)",CYC1
P99999,Cytochrome c,CYCS
Q7L576,"Cytoplasmic FMR1-interacting protein 1 (Specifically Rac1-associated protein 1, Sra-1) (p140sra-1)",CYFIP1
Q96SQ9,"Cytochrome P450 2S1, EC 1.14.14.- (CYPIIS1) (Hydroperoxy icosatetraenoate dehydratase, EC 4.2.1.152) (Thromboxane-A synthase, EC 5.3.99.5)",CYP2S1
Q16850,"Lanosterol 14-alpha demethylase, LDM, EC 1.14.14.154 (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM, Cytochrome P45014DM) (Cytochrome P450LI) (Sterol 14-alpha demethylase)",CYP51A1
Q9NUQ9,CYFIP-related Rac1 interactor B (L1),CYRIB
P61803,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1, Oligosaccharyl transferase subunit DAD1 (Defender against cell death 1, DAD-1)",DAD1
Q14118,"Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan, Alpha-DG; Beta-dystroglycan, Beta-DG ]",DAG1
P14868,"Aspartate--tRNA ligase, cytoplasmic, EC 6.1.1.12 (Aspartyl-tRNA synthetase, AspRS) (Cell proliferation-inducing gene 40 protein)",DARS1
Q96EP5,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1),DAZAP1
P09172,"Dopamine beta-hydroxylase, EC 1.14.17.1 (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase ]",DBH
P07108,"Acyl-CoA-binding protein, ACBP (Diazepam-binding inhibitor, DBI) (Endozepine, EP)",DBI
Q9UJU6,"Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa, HIP-55) (SH3 domain-containing protein 7)",DBNL
P81605,"Dermcidin, EC 3.4.-.- (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1 ]",DCD
P07585,Decorin (Bone proteoglycan II) (PG-S2) (PG40),DCN
Q96C86,"m7GpppX diphosphatase, EC 3.6.1.59 (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5, HINT-5) (Scavenger mRNA-decapping enzyme DcpS)",DCPS
Q14203,"Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150, DP-150) (p135) (p150-glued)",DCTN1
Q13561,"Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit, DCTN-50) (p50 dynamitin)",DCTN2
O75935,"Dynactin subunit 3 (Dynactin complex subunit 22 kDa subunit, p22)",DCTN3
Q9BTE1,Dynactin subunit 5 (Dynactin subunit p25),DCTN5
Q7Z4W1,"L-xylulose reductase, XR, EC 1.1.1.10 (Carbonyl reductase II) (Dicarbonyl/L-xylulose reductase) (Kidney dicarbonyl reductase, kiDCR) (Short chain dehydrogenase/reductase family 20C member 1) (Sperm surface protein P34H)",DCXR
O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1, DDAH-1, Dimethylarginine dimethylaminohydrolase 1, EC 3.5.3.18 (DDAHI) (Dimethylargininase-1)",DDAH1
O95865,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2, DDAH-2, Dimethylarginine dimethylaminohydrolase 2, EC 3.5.3.18 (DDAHII) (Dimethylargininase-2) (Protein G6a) (S-phase protein)",DDAH2
Q16531,"DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a, DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1, XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1, UV-DDB 1) (XPE-binding factor, XPE-BF) (Xeroderma pigmentosum group E-complementing protein, XPCe)",DDB1
Q5TDH0,"Protein DDI1 homolog 2, EC 3.4.23.-",DDI2
P39656,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit, DDOST 48 kDa subunit, Oligosaccharyl transferase 48 kDa subunit",DDOST
Q08345,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE
Q96HY6,DDRGK domain-containing protein 1 (Dashurin) (UFM1-binding and PCI domain-containing protein 1),DDRGK1
P30046,"D-dopachrome decarboxylase, EC 4.1.1.84 (D-dopachrome tautomerase) (Phenylpyruvate tautomerase II)",DDT
Q92499,"ATP-dependent RNA helicase DDX1, EC 3.6.4.13 (DEAD box protein 1) (DEAD box protein retinoblastoma, DBP-RB)",DDX1
Q92841,"Probable ATP-dependent RNA helicase DDX17, EC 3.6.4.13 (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)",DDX17
Q13838,"Spliceosome RNA helicase DDX39B, EC 3.6.4.13 (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)",DDX39B
O00571,"ATP-dependent RNA helicase DDX3X, EC 3.6.4.13 (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform, DBX) (Helicase-like protein 2, HLP2)",DDX3X
P17844,"Probable ATP-dependent RNA helicase DDX5, EC 3.6.4.13 (DEAD box protein 5) (RNA helicase p68)",DDX5
P26196,"Probable ATP-dependent RNA helicase DDX6, EC 3.6.4.13 (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)",DDX6
Q16698,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial, EC 1.3.1.124 (2,4-dienoyl-CoA reductase [NADPH], 4-enoyl-CoA reductase [NADPH]) (Short chain dehydrogenase/reductase family 18C member 1)",DECR1
P59665,"Neutrophil defensin 1 (Defensin, alpha 1) (HNP-1, HP-1, HP1) [Cleaved into: HP 1-56; Neutrophil defensin 2 (HNP-2, HP-2, HP2) ]",DEFA1; DEFA1B
