Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9
Q9BS40,"Latexin (Endogenous carboxypeptidase inhibitor, ECI) (Protein MUM) (Tissue carboxypeptidase inhibitor, TCI)",LXN,0,57648,38621,17383,14374,6595,11249,26769,2857
Q9BV40,"Vesicle-associated membrane protein 8, VAMP-8 (Endobrevin, EDB)",VAMP8,0,88751,1665,51395,1142,17944,7871,11184,1882
Q9BVM2,Protein DPCD,DPCD,0,68171,6149,19866,36342,58591,0,33588,43369
Q9BW30,Tubulin polymerization-promoting protein family member 3 (TPPP/p20),TPPP3,2967,358,1494,74487,1811,58655,64814,14327,26764
Q9H299,"SH3 domain-binding glutamic acid-rich-like protein 3 (SH3 domain-binding protein 1, SH3BP-1)",SH3BGRL3,0,3153,59659,1615,92892,31435,3939,296,41466
Q9H444,"Charged multivesicular body protein 4b (Chromatin-modifying protein 4b, CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2, hSnf7-2) (Vacuolar protein sorting-associated protein 32-2, Vps32-2, hVps32-2)",CHMP4B,0,3722,33666,75678,0,17223,6719,1922,1244
Q9H4A4,"Aminopeptidase B, AP-B, EC 3.4.11.6 (Arginine aminopeptidase) (Arginyl aminopeptidase)",RNPEP,41261,18787,17567,517,94252,84561,13315,21442,2821
Q9H4G4,"Golgi-associated plant pathogenesis-related protein 1, GAPR-1, Golgi-associated PR-1 protein (Glioma pathogenesis-related protein 2, GliPR 2)",GLIPR2,67645,1713,1625,0,12533,47183,1729,2673,27845
Q9H4M9,"EH domain-containing protein 1 (PAST homolog 1, hPAST1) (Testilin)",EHD1,0,7249,22521,0,56427,15231,19976,376,13543
Q9HAT2,"Sialate O-acetylesterase, EC 3.1.1.53 (H-Lse) (Sialic acid-specific 9-O-acetylesterase)",SIAE,41888,0,7211,9122,9221,2177,6379,0,28565
Q9HC38,Glyoxalase domain-containing protein 4,GLOD4,0,55842,38842,36711,69977,3279,3612,2522,18637
Q9HC84,"Mucin-5B, MUC-5B (Cervical mucin) (High molecular weight salivary mucin MG1) (Mucin-5 subtype B, tracheobronchial) (Sublingual gland mucin)",MUC5B,63847,83199,23831,938,23384,12165,76464,6898,5293
Q9HD89,"Resistin (Adipose tissue-specific secretory factor, ADSF) (C/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein) (Cysteine-rich secreted protein A12-alpha-like 2) (Cysteine-rich secreted protein FIZZ3)",RETN,31495,2184,38767,3316,32223,68474,41517,39318,54314
Q9NP55,"BPI fold-containing family A member 1 (Lung-specific protein X) (Nasopharyngeal carcinoma-related protein) (Palate lung and nasal epithelium clone protein) (Secretory protein in upper respiratory tracts) (Short PLUNC1, SPLUNC1) (Tracheal epithelium-enriched protein) (Von Ebner protein Hl)",BPIFA1,1257,1576,55963,69141,13834,16945,38552,17339,93876
Q9NQC3,"Reticulon-4 (Foocen) (Neurite outgrowth inhibitor, Nogo protein) (Neuroendocrine-specific protein, NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)",RTN4,0,84698,11756,1159,16159,1697,15297,13333,797
Q9NQR4,"Omega-amidase NIT2, EC 3.5.1.3 (Nitrilase homolog 2)",NIT2,1795,14772,1256,0,6111,3468,1334,1974,11577
Q9NR45,"Sialic acid synthase (N-acetylneuraminate synthase, EC 2.5.1.56) (N-acetylneuraminate-9-phosphate synthase, EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase) (N-acetylneuraminic acid synthase)",NANS,0,0,1519,18193,2657,55122,27184,29645,43754
Q9NRW1,"Ras-related protein Rab-6B, EC 3.6.5.2",RAB6B,4762,35835,3426,253,19468,4888,91439,47546,4765
Q9NTK5,"Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45, DOC45) (GTP-binding protein 9)",OLA1,0,8873,99298,0,6468,85621,27225,1374,1324
Q9NUQ9,CYFIP-related Rac1 interactor B (L1),CYRIB,4149,52685,3233,16124,89572,24815,18315,55443,31143
Q9NY33,"Dipeptidyl peptidase 3, EC 3.4.14.4 (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III, DPP III) (Enkephalinase B)",DPP3,0,13952,2398,5498,92633,91334,3296,25832,31133
Q9P1F3,Costars family protein ABRACL (ABRA C-terminal-like protein),ABRACL,79399,27477,42686,23131,19594,71355,15843,97312,49676
Q9UBI6,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,3944,88168,74382,0,59616,34333,66645,12651,45229
Q9UBM4,Opticin (Oculoglycan),OPTC,43443,5129,14956,31479,21715,62289,54276,55287,24883
Q9UBR2,"Cathepsin Z, EC 3.4.18.1 (Cathepsin P) (Cathepsin X)",CTSZ,2832,7576,16156,512,11729,24286,2991,2535,55493
Q9UBX7,"Kallikrein-11, hK11, EC 3.4.21.- (Hippostasin) (Serine protease 20) (Trypsin-like protease) [Cleaved into: Kallikrein-11 inactive chain 1; Kallikrein-11 inactive chain 2 ]",KLK11,23584,21884,24265,22597,66141,39272,22829,19628,53886
Q9UGM3,"Deleted in malignant brain tumors 1 protein (Glycoprotein 340, Gp-340) (Hensin) (Salivary agglutinin, SAG) (Surfactant pulmonary-associated D-binding protein)",DMBT1,9228,2822,48275,2629,36916,1269,39347,7589,1385
Q9UHD8,"Septin-9 (MLL septin-like fusion protein MSF-A, MLL septin-like fusion protein) (Ovarian/Breast septin, Ov/Br septin) (Septin D1)",SEPTIN9,328,2372,0,19866,31987,14839,0,34314,45137
Q9UHL4,"Dipeptidyl peptidase 2, EC 3.4.14.2 (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II, DPP II) (Quiescent cell proline dipeptidase)",DPP7,23686,75797,12295,78486,51472,5546,0,1154,62399
Q9UJ70,"N-acetyl-D-glucosamine kinase, N-acetylglucosamine kinase, EC 2.7.1.59 (GlcNAc kinase)",NAGK,0,72334,11536,13782,4215,24478,4613,35416,217
Q9UJU6,"Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa, HIP-55) (SH3 domain-containing protein 7)",DBNL,35137,78556,24866,21197,6458,11196,234,16582,98579
Q9UKK9,"ADP-sugar pyrophosphatase, EC 3.6.1.13 (8-oxo-dGDP phosphatase, EC 3.6.1.58) (Nuclear ATP-synthesis protein NUDIX5, EC 2.7.7.96) (Nucleoside diphosphate-linked moiety X motif 5, Nudix motif 5, hNUDT5) (YSA1H)",NUDT5,3865,6267,62632,4752,5879,13994,12649,16177,8588
Q9UL46,"Proteasome activator complex subunit 2 (11S regulator complex subunit beta, REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta, PA28b, PA28beta)",PSME2,0,1716,1369,2277,2456,44959,3855,87374,4873
Q9ULV4,Coronin-1C (Coronin-3) (hCRNN4),CORO1C,0,19168,0,1687,33155,87818,263,1783,1548
Q9ULZ3,"Apoptosis-associated speck-like protein containing a CARD, hASC (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1)",PYCARD,0,2835,2696,11548,6948,3132,71177,43385,71364
Q9UM07,"Protein-arginine deiminase type-4, EC 3.5.3.15 (HL-60 PAD) (Peptidylarginine deiminase IV) (Protein-arginine deiminase type IV)",PADI4,0,21968,13218,22978,0,35286,9991,16686,59124
Q9Y230,"RuvB-like 2, EC 3.6.4.12 (48 kDa TATA box-binding protein-interacting protein, 48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein, ECP-51) (INO80 complex subunit J) (Repressing pontin 52, Reptin 52) (TIP49b) (TIP60-associated protein 54-beta, TAP54-beta)",RUVBL2,12478,0,0,4213,3641,1526,31711,2814,98624
Q9Y265,"RuvB-like 1, EC 3.6.4.12 (49 kDa TATA box-binding protein-interacting protein, 49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein, ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238, NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha, TAP54-alpha)",RUVBL1,0,8164,23274,65946,19278,23732,0,2966,1861
Q9Y266,Nuclear migration protein nudC (Nuclear distribution protein C homolog),NUDC,0,657,6532,21825,16534,1193,13991,47767,17527
Q9Y3C8,"Ubiquitin-fold modifier-conjugating enzyme 1, Ufm1-conjugating enzyme 1",UFC1,0,47823,37718,23718,9347,48521,65558,2251,156
Q9Y3Z3,"Deoxynucleoside triphosphate triphosphohydrolase SAMHD1, dNTPase, EC 3.1.5.- (Dendritic cell-derived IFNG-induced protein, DCIP) (Monocyte protein 5, MOP-5) (SAM domain and HD domain-containing protein 1, hSAMHD1)",SAMHD1,8882,0,81193,1195,58694,9434,21985,42336,12448
Q9Y490,Talin-1,TLN1,38761,61313,39352,18273,15322,4635,1165,9967,88161
Q9Y696,Chloride intracellular channel protein 4 (Intracellular chloride ion channel protein p64H1),CLIC4,5491,3956,3169,0,1631,81789,19488,0,39986
Q9Y6R7,"IgGFc-binding protein (Fcgamma-binding protein antigen, FcgammaBP)",FCGBP,11926,17449,59178,5159,14191,3791,57274,37591,84392
